timestamped_line
[02:27:15] [02:27:15] 15.709 | 29889 | 31225 | 45 | 25628
[02:27:15] [02:27:15] 15.722 | 29513 | 29470 | 47 | 24829
[02:27:15] [02:27:15] 15.733 | 28851 | 29136 | 46 | 25197
[02:27:15] [02:27:15] 15.745 | 31233 | 30468 | 60 | 25899
[02:27:15] [02:27:15] 15.758 | 31526 | 30383 | 60 | 25058
[02:27:15] [02:27:15] 15.769 | 30794 | 30761 | 41 | 25400
[02:27:15] [02:27:15] 15.782 | 30120 | 28569 | 43 | 24752
[02:27:15] [02:27:15] 15.794 | 29342 | 31515 | 55 | 25324
[02:27:15] [02:27:15] 15.805 | 28781 | 29126 | 53 | 25493
[02:27:15] [02:27:15] 15.818 | 31195 | 31434 | 41 | 24892
[02:27:15] [02:27:15] 15.833 | 30561 | 29852 | 49 | 24890
[02:27:15] [02:27:15] 15.845 | 29074 | 31579 | 42 | 25883
[02:27:15] [02:27:15] 15.856 | 28903 | 31719 | 41 | 25511
[02:27:15] [02:27:15] 15.868 | 31337 | 28681 | 49 | 25318
[02:27:15] [02:27:15] 15.879 | 29412 | 30594 | 43 | 25921
[02:27:15] [02:27:15] 15.892 | 28608 | 28535 | 55 | 24491
[02:27:15] [02:27:15] 15.904 | 29069 | 30105 | 58 | 24341
[02:27:15] [02:27:15] 15.917 | 28493 | 30688 | 42 | 25094
[02:27:15] [02:27:15] 15.928 | 30765 | 28737 | 56 | 25746
[02:27:15] [02:27:15] 15.939 | 31658 | 31101 | 55 | 24421
[02:27:15] [02:27:15] 15.952 | 29971 | 29942 | 42 | 25848
[02:27:15] [02:27:15] 15.964 | 28619 | 31501 | 45 | 24599
[02:27:15] [02:27:15] 15.977 | 28149 | 30324 | 45 | 25862
[02:27:15] [02:27:15] 15.989 | 29895 | 30988 | 52 | 25702
[02:27:15] [02:27:15] 16.0 | 31000 | 30047 | 59 | 25761
[02:27:16] [02:27:16] 16.011 | 30613 | 30505 | 46 | 24926
[02:27:16] [02:27:16] 16.021 | 28440 | 30713 | 44 | 25112
[02:27:16] [02:27:16] 16.034 | 29681 | 31438 | 49 | 24980
[02:27:16] [02:27:16] 16.049 | 30560 | 30347 | 56 | 24311
[02:27:16] [02:27:16] 16.059 | 28772 | 30440 | 58 | 25155
[02:27:16] [02:27:16] 16.072 | 31549 | 28289 | 41 | 25114
[02:27:16] [02:27:16] 16.085 | 28444 | 30788 | 59 | 25740
[02:27:16] [02:27:16] 16.097 | 28171 | 29542 | 49 | 24126
[02:27:16] [02:27:16] 16.11 | 30056 | 31754 | 47 | 24146
[02:27:16] [02:27:16] 16.122 | 31621 | 31671 | 50 | 24409
[02:27:16] [02:27:16] 16.135 | 30360 | 29528 | 49 | 25892
[02:27:16] [02:27:16] 16.147 | 30392 | 31198 | 58 | 25069
[02:27:16] [02:27:16] 16.16 | 29624 | 28944 | 47 | 24349
[02:27:16] [02:27:16] 16.172 | 28301 | 31548 | 50 | 24540
[02:27:16] [02:27:16] 16.185 | 28367 | 29758 | 50 | 24144
[02:27:16] [02:27:16] 16.197 | 31838 | 31390 | 59 | 24554
[02:27:16] [02:27:16] 16.21 | 30002 | 30936 | 49 | 25837
[02:27:16] [02:27:16] 16.223 | 31573 | 31379 | 55 | 24764
[02:27:16] [02:27:16] 16.235 | 28080 | 28580 | 53 | 25461
[02:27:16] [02:27:16] 16.248 | 30544 | 31832 | 42 | 25777
[02:27:16] [02:27:16] 16.259 | 28988 | 28668 | 47 | 24437
[02:27:16] [02:27:16] 16.272 | 31383 | 28014 | 56 | 25057
[02:27:16] [02:27:16] 16.284 | 30138 | 28606 | 47 | 24686
[02:27:16] [02:27:16] 16.297 | 29062 | 29541 | 52 | 25985
[02:27:16] [02:27:16] 16.309 | 31649 | 31143 | 45 | 24304
[02:27:16] [02:27:16] 16.322 | 28372 | 30745 | 45 | 24686
[02:27:16] [02:27:16] 16.335 | 30915 | 30275 | 46 | 25665
[02:27:16] [02:27:16] 16.346 | 29602 | 28840 | 42 | 24359
[02:27:16] [02:27:16] 16.359 | 28838 | 28653 | 58 | 24456
[02:27:16] [02:27:16] 16.371 | 28915 | 28545 | 51 | 25455
[02:27:16] [02:27:16] 16.384 | 30537 | 29486 | 47 | 25431
[02:27:16] [02:27:16] 16.396 | 30990 | 29444 | 43 | 24972
[02:27:16] [02:27:16] 16.409 | 31961 | 31016 | 50 | 25481
[02:27:16] [02:27:16] 16.421 | 30586 | 29330 | 43 | 25100
[02:27:16] [02:27:16] 16.434 | 30707 | 31183 | 41 | 25419
[02:27:16] [02:27:16] 16.446 | 30082 | 31425 | 58 | 25757
[02:27:16] [02:27:16] 16.459 | 29480 | 30737 | 59 | 24628
[02:27:16] [02:27:16] 16.472 | 29421 | 31736 | 42 | 24577
[02:27:16] [02:27:16] 16.484 | 30350 | 28635 | 50 | 24461
[02:27:16] [02:27:16] 16.497 | 28728 | 30997 | 60 | 25581
[02:27:16] [02:27:16] 16.509 | 29685 | 31265 | 52 | 25469
[02:27:16] [02:27:16] 16.522 | 31352 | 30192 | 58 | 24857
[02:27:16] [02:27:16] 16.534 | 28005 | 29024 | 52 | 24925
[02:27:16] [02:27:16] 16.547 | 28647 | 28793 | 48 | 25968
[02:27:16] [02:27:16] 16.56 | 29239 | 28393 | 48 | 24956
[02:27:16] [02:27:16] 16.571 | 30333 | 30726 | 43 | 24939
[02:27:16] [02:27:16] 16.584 | 30530 | 28728 | 45 | 24217
[02:27:16] [02:27:16] 16.596 | 28511 | 30434 | 55 | 24759
[02:27:16] [02:27:16] 16.608 | 28751 | 31157 | 52 | 25114
[02:27:16] [02:27:16] 16.621 | 31547 | 29867 | 59 | 25048
[02:27:16] [02:27:16] 16.632 | 29099 | 30112 | 59 | 24411
[02:27:16] [02:27:16] 16.645 | 29110 | 28327 | 43 | 25029
[02:27:16] [02:27:16] 16.657 | 28738 | 29454 | 57 | 25921
[02:27:16] [02:27:16] 16.67 | 31262 | 30746 | 45 | 24903
[02:27:16] [02:27:16] 16.681 | 30802 | 31698 | 54 | 25475
[02:27:16] [02:27:16] 16.694 | 31853 | 30082 | 46 | 24896
[02:27:16] [02:27:16] 16.707 | 31575 | 30743 | 43 | 25188
[02:27:16] [02:27:16] 16.719 | 29451 | 30424 | 50 | 25322
[02:27:16] [02:27:16] 16.731 | 28219 | 28087 | 55 | 25715
[02:27:16] [02:27:16] 16.743 | 29171 | 28418 | 52 | 25176
[02:27:16] [02:27:16] 16.756 | 28492 | 29024 | 48 | 24809
[02:27:16] [02:27:16] 16.769 | 30686 | 28407 | 40 | 25337
[02:27:16] [02:27:16] 16.781 | 28502 | 29668 | 50 | 25277
[02:27:16] [02:27:16] 16.793 | 30246 | 29754 | 49 | 25612
[02:27:16] [02:27:16] 16.806 | 31333 | 31460 | 47 | 25317
[02:27:16] [02:27:16] 16.818 | 31774 | 30903 | 51 | 25130
[02:27:16] [02:27:16] 16.829 | 29554 | 30060 | 41 | 24293
[02:27:16] [02:27:16] 16.839 | 31062 | 30888 | 44 | 25374
[02:27:16] [02:27:16] 16.852 | 31382 | 29693 | 53 | 24099
[02:27:16] [02:27:16] 16.863 | 30358 | 29859 | 48 | 24283
[02:27:16] [02:27:16] 16.875 | 30575 | 28584 | 43 | 25014
[02:27:16] [02:27:16] 16.886 | 29530 | 29471 | 50 | 24691
[02:27:16] [02:27:16] 16.899 | 30093 | 31439 | 44 | 25497
[02:27:16] [02:27:16] 16.912 | 30175 | 29804 | 55 | 24412
[02:27:16] [02:27:16] 16.923 | 31421 | 29630 | 52 | 25578
[02:27:16] [02:27:16] 16.936 | 29167 | 31675 | 43 | 24795
[02:27:16] [02:27:16] 16.948 | 29570 | 28850 | 45 | 25990
[02:27:16] [02:27:16] 16.961 | 31492 | 28980 | 48 | 24453
[02:27:16] [02:27:16] 16.971 | 31359 | 30058 | 54 | 24885
[02:27:16] [02:27:16] 16.984 | 29915 | 30938 | 42 | 24259
[02:27:16] [02:27:16] 16.996 | 31687 | 30921 | 44 | 24182
[02:27:17] [02:27:17] 17.007 | 30582 | 28315 | 56 | 24854
[02:27:17] [02:27:17] 17.018 | 30383 | 31653 | 48 | 24932
[02:27:17] [02:27:17] 17.031 | 31894 | 30892 | 41 | 24509
[02:27:17] [02:27:17] 17.043 | 28735 | 30890 | 42 | 24682
[02:27:17] [02:27:17] 17.056 | 31891 | 28667 | 57 | 25058
[02:27:17] [02:27:17] 17.068 | 29833 | 30524 | 55 | 25366
[02:27:17] [02:27:17] 17.081 | 30559 | 31908 | 40 | 24038
[02:27:17] [02:27:17] 17.093 | 29129 | 30469 | 60 | 25784
[02:27:17] [02:27:17] 17.106 | 30679 | 28143 | 60 | 25074
[02:27:17] [02:27:17] 17.118 | 29817 | 30869 | 40 | 24992
[02:27:17] [02:27:17] 17.131 | 28228 | 29575 | 41 | 24012
[02:27:17] [02:27:17] 17.144 | 30595 | 29565 | 51 | 25846
[02:27:17] [02:27:17] 17.156 | 29286 | 29775 | 58 | 25057
[02:27:17] [02:27:17] 17.167 | 30415 | 28342 | 49 | 24942
[02:27:17] [02:27:17] 17.179 | 29022 | 31014 | 56 | 25234
[02:27:17] [02:27:17] 17.191 | 29860 | 28219 | 59 | 24460
[02:27:17] [02:27:17] 17.202 | 31023 | 29661 | 42 | 25738
[02:27:17] [02:27:17] 17.215 | 29020 | 29117 | 40 | 25341
[02:27:17] [02:27:17] 17.227 | 30591 | 31765 | 53 | 24070
[02:27:17] [02:27:17] 17.24 | 31491 | 30379 | 49 | 24992
[02:27:17] [02:27:17] 17.251 | 31584 | 31226 | 55 | 24352
[02:27:17] [02:27:17] 17.263 | 29889 | 30319 | 40 | 24705
[02:27:17] [02:27:17] 17.276 | 28769 | 31064 | 60 | 25676
[02:27:17] [02:27:17] 17.289 | 30895 | 28584 | 41 | 25575
[02:27:17] [02:27:17] 17.3 | 28118 | 28389 | 46 | 25944
[02:27:17] [02:27:17] 17.313 | 31223 | 28699 | 53 | 25784
[02:27:17] [02:27:17] 17.326 | 28080 | 31489 | 46 | 25543
[02:27:17] [02:27:17] 17.338 | 28431 | 29727 | 40 | 24640
[02:27:17] [02:27:17] 17.351 | 28041 | 28932 | 56 | 24970
[02:27:17] [02:27:17] 17.363 | 29949 | 28161 | 40 | 25048
[02:27:17] [02:27:17] 17.376 | 30590 | 31530 | 51 | 24019
[02:27:17] [02:27:17] 17.389 | 29222 | 31727 | 44 | 24148
[02:27:17] [02:27:17] 17.401 | 28084 | 30574 | 47 | 25152
[02:27:17] [02:27:17] 17.414 | 29190 | 31688 | 58 | 24879
[02:27:17] [02:27:17] 17.427 | 30847 | 28249 | 50 | 24972
[02:27:17] [02:27:17] 17.439 | 29026 | 31383 | 53 | 24222
[02:27:17] [02:27:17] 17.452 | 29535 | 31839 | 42 | 25305
[02:27:17] [02:27:17] 17.464 | 29531 | 31608 | 44 | 25341
[02:27:17] [02:27:17] 17.475 | 29292 | 28682 | 59 | 24092
[02:27:17] [02:27:17] 17.487 | 31565 | 30914 | 57 | 25851
[02:27:17] [02:27:17] 17.5 | 31845 | 29507 | 40 | 25528
[02:27:17] [02:27:17] 17.513 | 28943 | 31678 | 40 | 24053
[02:27:17] [02:27:17] 17.526 | 29756 | 28161 | 45 | 24496
[02:27:17] [02:27:17] 17.539 | 29907 | 28713 | 47 | 24231
[02:27:17] [02:27:17] 17.55 | 29514 | 29848 | 59 | 25314
[02:27:17] [02:27:17] 17.562 | 29828 | 28427 | 51 | 24522
[02:27:17] [02:27:17] 17.575 | 29827 | 28768 | 56 | 24965
[02:27:17] [02:27:17] 17.588 | 29599 | 30877 | 60 | 24618
[02:27:17] [02:27:17] 17.6 | 29803 | 29193 | 42 | 25581
[02:27:17] [02:27:17] 17.613 | 31469 | 29481 | 41 | 24754
[02:27:17] [02:27:17] 17.626 | 28294 | 28496 | 43 | 24102
[02:27:17] [02:27:17] 17.638 | 28567 | 28044 | 47 | 24465
[02:27:17] [02:27:17] 17.649 | 30082 | 30132 | 52 | 25011
[02:27:17] [02:27:17] 17.66 | 31824 | 30779 | 45 | 24905
[02:27:17] [02:27:17] 17.672 | 31957 | 31696 | 48 | 24503
[02:27:17] [02:27:17] 17.685 | 29584 | 28194 | 54 | 24634
[02:27:17] [02:27:17] 17.697 | 29462 | 30775 | 53 | 24042
[02:27:17] [02:27:17] 17.71 | 28529 | 28381 | 47 | 24234
[02:27:17] [02:27:17] 17.722 | 28816 | 29750 | 51 | 25441
[02:27:17] [02:27:17] 17.733 | 30151 | 31489 | 55 | 24919
[02:27:17] [02:27:17] 17.746 | 30613 | 29441 | 50 | 24908
[02:27:17] [02:27:17] 17.758 | 30912 | 31432 | 49 | 24553
[02:27:17] [02:27:17] 17.771 | 31922 | 30689 | 52 | 24654
[02:27:17] [02:27:17] 17.782 | 30421 | 29512 | 53 | 24001
[02:27:17] [02:27:17] 17.795 | 31287 | 28853 | 51 | 25232
[02:27:17] [02:27:17] 17.808 | 29042 | 29234 | 50 | 25242
[02:27:17] [02:27:17] 17.819 | 31701 | 30367 | 53 | 25550
[02:27:17] [02:27:17] 17.831 | 31410 | 28121 | 47 | 25068
[02:27:17] [02:27:17] 17.844 | 29751 | 31038 | 42 | 25362
[02:27:17] [02:27:17] 17.856 | 29073 | 31761 | 54 | 25638
[02:27:17] [02:27:17] 17.868 | 29568 | 29475 | 60 | 25092
[02:27:17] [02:27:17] 17.879 | 31270 | 30367 | 49 | 24522
[02:27:17] [02:27:17] 17.892 | 31138 | 28454 | 45 | 25670
[02:27:17] [02:27:17] 17.904 | 30550 | 28371 | 44 | 24394
[02:27:17] [02:27:17] 17.917 | 29419 | 31921 | 42 | 25483
[02:27:17] [02:27:17] 17.929 | 28534 | 31156 | 41 | 24510
[02:27:17] [02:27:17] 17.94 | 29920 | 28122 | 56 | 25815
[02:27:17] [02:27:17] 17.952 | 30752 | 29951 | 55 | 25294
[02:27:17] [02:27:17] 17.965 | 28380 | 28491 | 56 | 25944
[02:27:17] [02:27:17] 17.978 | 28293 | 30281 | 59 | 25046
[02:27:17] [02:27:17] 17.989 | 29822 | 28885 | 48 | 24858
[02:27:18] [02:27:18] 18.001 | 29320 | 29077 | 51 | 24638
[02:27:18] [02:27:18] 18.013 | 31035 | 30809 | 51 | 24279
[02:27:18] [02:27:18] 18.026 | 29477 | 30315 | 58 | 25583
[02:27:18] [02:27:18] 18.038 | 31750 | 29637 | 59 | 25728
[02:27:18] [02:27:18] 18.049 | 29032 | 29223 | 48 | 24444
[02:27:18] [02:27:18] 18.059 | 28010 | 28307 | 59 | 24679
[02:27:18] [02:27:18] 18.072 | 29861 | 31836 | 57 | 24147
[02:27:18] [02:27:18] 18.085 | 31278 | 28351 | 44 | 25304
[02:27:18] [02:27:18] 18.097 | 28378 | 30498 | 43 | 25062
[02:27:18] [02:27:18] 18.111 | 28960 | 30126 | 60 | 25670
[02:27:18] [02:27:18] 18.124 | 29390 | 29120 | 54 | 25834
[02:27:18] [02:27:18] 18.135 | 31657 | 28511 | 60 | 25705
[02:27:18] [02:27:18] 18.146 | 29445 | 29400 | 41 | 24607
[02:27:18] [02:27:18] 18.159 | 28723 | 31638 | 48 | 24251
[02:27:18] [02:27:18] 18.171 | 28075 | 29417 | 60 | 25004
[02:27:18] [02:27:18] 18.184 | 28147 | 28300 | 41 | 24834
[02:27:18] [02:27:18] 18.196 | 31780 | 30799 | 57 | 24305
[02:27:18] [02:27:18] 18.209 | 31661 | 30349 | 40 | 25437
[02:27:18] [02:27:18] 18.22 | 29177 | 31163 | 44 | 24049
[02:27:18] [02:27:18] 18.232 | 28125 | 31725 | 40 | 24849
[02:27:18] [02:27:18] 18.245 | 28505 | 31120 | 54 | 24005
[02:27:18] [02:27:18] 18.257 | 28870 | 31844 | 54 | 25973
[02:27:18] [02:27:18] 18.268 | 28729 | 28062 | 56 | 25562
[02:27:18] [02:27:18] 18.28 | 31192 | 28940 | 42 | 25864
[02:27:18] [02:27:18] 18.292 | 30774 | 31165 | 56 | 25107
[02:27:18] [02:27:18] 18.304 | 30527 | 29132 | 51 | 24693
[02:27:18] [02:27:18] 18.317 | 29209 | 30279 | 46 | 24074
[02:27:18] [02:27:18] 18.329 | 31896 | 31313 | 45 | 25715
[02:27:18] [02:27:18] 18.347 | 31119 | 28764 | 55 | 25331
[02:27:18] [02:27:18] 18.358 | 31522 | 31821 | 40 | 25045
[02:27:18] [02:27:18] 18.369 | 28780 | 29783 | 43 | 25531
[02:27:18] [02:27:18] 18.381 | 28014 | 29470 | 52 | 25002
[02:27:18] [02:27:18] 18.394 | 30169 | 29355 | 48 | 25607
[02:27:18] [02:27:18] 18.405 | 31643 | 28676 | 42 | 24393
[02:27:18] [02:27:18] 18.418 | 29988 | 31558 | 58 | 25790
[02:27:18] [02:27:18] 18.429 | 29230 | 31271 | 46 | 24048
[02:27:18] [02:27:18] 18.441 | 28543 | 30494 | 53 | 24202
[02:27:18] [02:27:18] 18.453 | 29635 | 29347 | 41 | 24564
[02:27:18] [02:27:18] 18.466 | 28023 | 28928 | 50 | 24447
[02:27:18] [02:27:18] 18.478 | 28576 | 30465 | 58 | 24868
[02:27:18] [02:27:18] 18.491 | 30306 | 30780 | 54 | 25782
[02:27:18] [02:27:18] 18.502 | 30423 | 30827 | 49 | 25052
[02:27:18] [02:27:18] 18.515 | 31238 | 29123 | 52 | 25891
[02:27:18] [02:27:18] 18.527 | 29170 | 31475 | 49 | 24614
[02:27:18] [02:27:18] 18.539 | 31570 | 30685 | 60 | 24542
[02:27:18] [02:27:18] 18.55 | 28742 | 30602 | 57 | 24211
[02:27:18] [02:27:18] 18.563 | 29664 | 30139 | 48 | 25800
[02:27:18] [02:27:18] 18.575 | 30416 | 28764 | 41 | 25606
[02:27:18] [02:27:18] 18.586 | 28309 | 28369 | 44 | 24301
[02:27:18] [02:27:18] 18.598 | 30902 | 31169 | 50 | 25805
[02:27:18] [02:27:18] 18.61 | 28384 | 29213 | 44 | 25850
[02:27:18] [02:27:18] 18.623 | 30745 | 28207 | 56 | 25926
[02:27:18] [02:27:18] 18.635 | 31321 | 28943 | 49 | 24236
[02:27:18] [02:27:18] 18.647 | 31909 | 29795 | 44 | 24660
[02:27:18] [02:27:18] 18.659 | 30868 | 28783 | 45 | 24191
[02:27:18] [02:27:18] 18.672 | 28151 | 28598 | 46 | 24878
[02:27:18] [02:27:18] 18.684 | 28485 | 29495 | 56 | 24752
[02:27:18] [02:27:18] 18.696 | 30881 | 31725 | 47 | 25083
[02:27:18] [02:27:18] 18.708 | 30848 | 31645 | 40 | 24207
[02:27:18] [02:27:18] 18.719 | 28761 | 30419 | 59 | 25653
[02:27:18] [02:27:18] 18.732 | 31942 | 28252 | 60 | 24249
[02:27:18] [02:27:18] 18.744 | 31323 | 31043 | 58 | 25509
[02:27:18] [02:27:18] 18.756 | 28231 | 29833 | 47 | 25112
[02:27:18] [02:27:18] 18.768 | 31485 | 28879 | 54 | 24683
[02:27:18] [02:27:18] 18.78 | 28441 | 31910 | 60 | 25224
[02:27:18] [02:27:18] 18.792 | 29782 | 31790 | 60 | 24652
[02:27:18] [02:27:18] 18.804 | 28950 | 29933 | 50 | 24600
[02:27:18] [02:27:18] 18.815 | 30995 | 29686 | 42 | 24564
[02:27:18] [02:27:18] 18.826 | 28908 | 30505 | 50 | 25481
[02:27:18] [02:27:18] 18.838 | 28526 | 30954 | 57 | 24428
[02:27:18] [02:27:18] 18.851 | 31948 | 30587 | 60 | 25764
[02:27:18] [02:27:18] 18.864 | 30849 | 28193 | 45 | 25504
[02:27:18] [02:27:18] 18.876 | 30242 | 31068 | 40 | 24050
[02:27:18] [02:27:18] 18.889 | 28224 | 29888 | 46 | 25587
[02:27:18] [02:27:18] 18.902 | 31667 | 31391 | 46 | 25025
[02:27:18] [02:27:18] 18.914 | 31302 | 31370 | 60 | 25603
[02:27:18] [02:27:18] 18.926 | 28930 | 28740 | 43 | 24857
[02:27:18] [02:27:18] 18.938 | 31495 | 31565 | 52 | 25715
[02:27:18] [02:27:18] 18.949 | 31829 | 31916 | 50 | 25533
[02:27:18] [02:27:18] 18.961 | 30390 | 29621 | 40 | 25741
[02:27:18] [02:27:18] 18.973 | 29239 | 31497 | 40 | 24253
[02:27:18] [02:27:18] 18.983 | 31816 | 28154 | 41 | 25920
[02:27:18] [02:27:18] 18.996 | 29231 | 28952 | 53 | 24585
[02:27:19] [02:27:19] 19.009 | 29526 | 31062 | 40 | 25875
[02:27:19] [02:27:19] 19.019 | 31784 | 30826 | 47 | 24806
[02:27:19] [02:27:19] 19.032 | 28925 | 30778 | 60 | 25365
[02:27:19] [02:27:19] 19.044 | 29842 | 29300 | 43 | 24430
[02:27:19] [02:27:19] 19.057 | 31234 | 28259 | 50 | 24976
[02:27:19] [02:27:19] 19.069 | 31021 | 30756 | 48 | 25723
[02:27:19] [02:27:19] 19.081 | 30818 | 29106 | 40 | 24855
[02:27:19] [02:27:19] 19.094 | 31358 | 29465 | 53 | 24612
[02:27:19] [02:27:19] 19.106 | 30484 | 29978 | 48 | 25244
[02:27:19] [02:27:19] 19.119 | 30542 | 31604 | 57 | 25181
[02:27:19] [02:27:19] 19.131 | 31982 | 31401 | 53 | 24670
[02:27:19] [02:27:19] 19.143 | 31422 | 29822 | 51 | 25023
[02:27:19] [02:27:19] 19.156 | 31950 | 29759 | 55 | 25991
[02:27:19] [02:27:19] 19.168 | 29932 | 31982 | 53 | 24009
[02:27:19] [02:27:19] 19.181 | 28147 | 30175 | 40 | 24393
[02:27:19] [02:27:19] 19.193 | 30964 | 30365 | 53 | 24602
[02:27:19] [02:27:19] 19.205 | 29430 | 30955 | 58 | 25715
[02:27:19] [02:27:19] 19.217 | 30331 | 28936 | 47 | 25922
[02:27:19] [02:27:19] 19.228 | 30481 | 30419 | 51 | 25557
[02:27:19] [02:27:19] 19.241 | 30633 | 29671 | 52 | 24060
[02:27:19] [02:27:19] 19.252 | 29356 | 28340 | 42 | 25461
[02:27:19] [02:27:19] 19.263 | 29293 | 30366 | 58 | 24156
[02:27:19] [02:27:19] 19.274 | 31329 | 28145 | 52 | 25948
[02:27:19] [02:27:19] 19.287 | 28666 | 29918 | 40 | 25465
[02:27:19] [02:27:19] 19.299 | 31667 | 30472 | 45 | 25492
[02:27:19] [02:27:19] 19.311 | 29252 | 30722 | 55 | 25500
[02:27:19] [02:27:19] 19.324 | 30853 | 29614 | 43 | 24601
[02:27:19] [02:27:19] 19.336 | 31389 | 29294 | 53 | 24655
[02:27:19] [02:27:19] 19.348 | 30862 | 30844 | 60 | 24630
[02:27:19] [02:27:19] 19.361 | 28372 | 28051 | 58 | 24676
[02:27:19] [02:27:19] 19.374 | 31944 | 31990 | 57 | 24417
[02:27:19] [02:27:19] 19.386 | 28497 | 30439 | 43 | 25655
[02:27:19] [02:27:19] 19.398 | 31852 | 28708 | 55 | 25068
[02:27:19] [02:27:19] 19.41 | 29972 | 28159 | 45 | 24534
[02:27:19] [02:27:19] 19.422 | 31903 | 31423 | 43 | 25691
[02:27:19] [02:27:19] 19.434 | 29880 | 29753 | 47 | 25304
[02:27:19] [02:27:19] 19.447 | 28600 | 29691 | 46 | 25643
[02:27:19] [02:27:19] 19.46 | 28109 | 28842 | 51 | 24089
[02:27:19] [02:27:19] 19.471 | 31998 | 28292 | 52 | 24753
[02:27:19] [02:27:19] 19.483 | 31496 | 30335 | 40 | 24257
[02:27:19] [02:27:19] 19.496 | 29472 | 28106 | 54 | 25098
[02:27:19] [02:27:19] 19.507 | 28619 | 31275 | 58 | 25973
[02:27:19] [02:27:19] 19.52 | 29752 | 29815 | 53 | 24830
[02:27:19] [02:27:19] 19.532 | 28761 | 30826 | 46 | 24810
[02:27:19] [02:27:19] 19.544 | 31982 | 28809 | 50 | 25307
[02:27:19] [02:27:19] 19.556 | 30420 | 29256 | 53 | 24182
[02:27:19] [02:27:19] 19.568 | 29771 | 31820 | 49 | 24138
[02:27:19] [02:27:19] 19.581 | 30720 | 29795 | 41 | 25727
[02:27:19] [02:27:19] 19.593 | 30781 | 30329 | 54 | 24121
[02:27:19] [02:27:19] 19.605 | 28168 | 28065 | 58 | 24954
[02:27:19] [02:27:19] 19.618 | 28700 | 31357 | 54 | 25613
[02:27:19] [02:27:19] 19.629 | 31006 | 29970 | 57 | 25591
[02:27:19] [02:27:19] 19.641 | 29348 | 30700 | 49 | 24046
[02:27:19] [02:27:19] 19.651 | 31726 | 29144 | 58 | 25593
[02:27:19] [02:27:19] 19.664 | 29426 | 29756 | 52 | 24472
[02:27:19] [02:27:19] 19.676 | 28677 | 28933 | 55 | 24749
[02:27:19] [02:27:19] 19.689 | 31752 | 29869 | 58 | 24131
[02:27:19] [02:27:19] 19.702 | 31078 | 28764 | 44 | 24625
[02:27:19] [02:27:19] 19.715 | 30835 | 30778 | 41 | 24806
[02:27:19] [02:27:19] 19.727 | 29309 | 28057 | 54 | 24470
[02:27:19] [02:27:19] 19.739 | 30580 | 28578 | 54 | 24805
